ID,Salary,Designation,JobCity,Gender,10percentage,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ComputerScience,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Dyear,JYEAR
1202633,300000,entry level sales and marketing,Hyderabad,m,84.0,2009,88.0,state board,11024,2,B.Tech/B.E.,EC,72.5,11024,2013,580,565,545,0.423951396376433,325,315,0.1282,0.3789,1.3933,-0.7415,0.8637,1992,2014
846760,90000,system engineer,Noida,f,81.03,2008,70.0,cbse,8160,2,B.Tech/B.E.,CS,72.0,8160,2012,510,535,620,0.622642915849938,555,407,-0.7335,0.5454,0.3174,-1.6289,0.0973,1991,2013
1114870,120000,process associate,-1,m,84.67,2008,74.92,state board,12737,2,B.Tech/B.E.,CS,64.21,12737,2013,490,520,465,0.842248322257836,-1,469,1.5644,1.7109,-0.9122,-1.8824,0.6721,1992,2015
845544,300000,software engineer,Thiruvananthapuram,f,90.0,2010,79.4,cbse,14351,2,B.Tech/B.E.,CS,83.02,14351,2014,545,585,425,0.991230625262871,475,592,0.7027,0.7119,1.547,-0.6147,1.0554,1992,2014
636944,260000,java developer,Noida,m,53.3,2007,68.4,state board,4501,2,B.Tech/B.E.,CS,70.82,4501,2013,325,400,680,0.23780283983757,445,315,-1.0208,0.0459,-0.1437,1.4136,0.2889,1990,2013
1272180,310000,software engineer,Gandhi Nagar,m,78.15,2009,76.8,state board,412,2,B.Tech/B.E.,EC,68.0,412,2013,525,470,595,0.991397583740291,-1,469,-1.5953,-0.2871,0.7785,0.5262,0.6721,1992,2014
941310,325000,software developer,Hyderabad,m,86.9,2010,94.9,state board,9875,2,B.Tech/B.E.,other,68.0,9875,2014,450,535,605,-1.0,315,315,1.4208,1.0449,1.2396,-1.5021,0.0973,1993,2014
831042,300000,systems engineer,Chennai,f,90.8,2010,77.0,cbse,8195,1,B.Tech/B.E.,CS,77.0,8195,2014,520,630,680,0.23780283983757,425,315,-1.0208,0.8784,1.2396,-0.1076,1.6302,1992,2015
1211556,120000,software developer,Gurgaon,m,69.0,2008,70.0,state board,374,2,MCA,CS,76.0,374,2014,580,655,570,0.953899775079926,445,530,0.99,0.2124,-0.1437,-0.8682,1.0554,1990,2014
1250436,235000,application developer,Hyderabad,f,64.0,2007,76.0,state board,1667,2,MCA,CS,81.0,1667,2013,430,470,475,0.23780283983757,445,315,0.8463,-0.7866,1.0859,0.5262,-0.2859,1990,2012
863437,325000,systems engineer,Bangalore,m,82.0,2009,82.0,icse,10268,2,B.Tech/B.E.,CS,67.0,10268,2013,660,610,705,0.911395278391328,565,500,0.7027,0.3789,-0.1437,-0.1076,0.6721,1990,2014
414039,345000,programmer analyst,Pune,m,72.8,2009,65.4,cbse,3905,2,B.Tech/B.E.,CS,70.59,3905,2013,425,515,475,0.744758354008939,525,438,-1.6538,-0.2012,-0.2714,1.2374,-1.0774,1991,2014
775846,375000,assistant systems engineer,Kolkata,m,77.8,2008,76.6,cbse,3002,2,B.Tech/B.E.,CS,84.0,3002,2013,500,495,680,0.991230625262871,555,592,0.1282,1.0449,0.9322,-0.995,-0.0943,1991,2013
1251681,450000,software engineer,Hyderabad,m,78.0,2010,70.0,icse,14483,2,B.Tech/B.E.,CS,82.5,14483,2014,545,555,390,0.744758354008939,595,438,0.4155,0.3789,0.6248,-1.6289,-0.4776,1992,2014
1211611,330000,programmer analyst,Chennai,f,79.0,2009,67.7,icse,2429,2,B.Tech/B.E.,EC,73.92,2429,2013,630,625,715,0.338786347219528,-1,346,0.99,1.7109,0.9322,-1.2486,0.6721,1992,2014
837421,305000,.net web developer,-1,f,71.3,2010,79.2,state board,11368,2,B.Tech/B.E.,CS,80.05,11368,2014,465,475,650,0.23780283983757,475,315,-1.4517,-0.6201,1.0859,1.6672,-0.2859,1993,2015
823556,260000,software developer,Noida,f,82.8,2010,76.6,cbse,272,2,B.Tech/B.E.,CS,86.0,272,2014,520,555,400,0.622642915849938,475,407,-1.0208,1.0449,0.7785,0.2727,-0.6692,1992,2014
1101730,370000,software engineer,Bangalore,m,78.0,2009,69.0,icse,2085,2,B.Tech/B.E.,CS,70.0,2085,2013,650,545,620,0.744758354008939,545,438,0.99,-0.1206,0.01,-0.6147,1.0554,1992,2014
919418,180000,software developer,Noida,m,81.0,2010,68.0,cbse,7376,2,B.Tech/B.E.,CS,63.4,7376,2014,570,435,265,0.744758354008939,365,438,-1.8825,-1.1196,-0.4511,0.0192,-0.8608,1992,2015
615313,305000,programmer analyst,Chennai,m,68.8,2012,86.0,cbse,272,2,B.Tech/B.E.,CS,76.05,272,2014,570,535,590,0.978799292641428,515,561,-1.5953,0.2124,-1.0659,-0.4879,-0.6692,1994,2014
846969,220000,software engineer,Bangalore,m,63.43,2006,51.63,state board,14532,2,MCA,CS,85.8,14532,2013,380,570,560,0.842248322257836,435,469,0.1282,0.0459,1.0859,-0.1076,-0.2859,1989,2014
823357,275000,software developer,Nouda,m,81.6,2009,78.4,state board,272,2,B.Tech/B.E.,CS,79.56,272,2014,510,580,515,0.486747008438193,585,376,-2.7443,-0.4536,-1.2196,-0.1076,-1.0524,1991,2014
1116466,180000,programmer analyst,Hyderabad,f,55.5,2010,66.0,state board,2041,2,B.Tech/B.E.,CS,61.25,2041,2014,265,325,320,0.486747008438193,395,376,-1.308,-2.1186,-1.2196,0.2727,-1.0524,1993,2015
990438,290000,associate system engineer,Banagalore,m,92.16,2010,93.7,state board,4032,2,B.Tech/B.E.,EC,79.98,4032,2016,560,480,665,0.649389714846691,375,253,0.5591,1.5444,1.547,-1.1218,1.6302,1993,2014
820700,265000,software engineer,Noida,m,71.0,2010,68.0,cbse,6741,2,B.Tech/B.E.,CS,73.0,6741,2016,570,415,605,0.744758354008939,465,438,-0.0154,0.0459,0.1637,-0.4879,0.0973,1992,2015
669645,95000,system engineer,Chennai,m,86.5,2008,82.08,state board,13517,2,B.Tech/B.E.,CS,68.0,13517,2012,545,510,445,0.744758354008939,435,438,0.99,1.3779,1.0859,-2.3895,0.0973,1990,2012
1218330,200000,software trainee,-1,m,80.0,2010,80.0,state board,9198,2,B.Tech/B.E.,CS,64.97,9198,2014,455,540,450,0.744758354008939,475,438,0.99,-0.1206,0.7785,-1.8824,-0.6692,1993,2014
1077591,240000,associate software engineer,Bangalore,m,87.0,2008,75.0,cbse,17199,2,B.Tech/B.E.,CS,68.62,17199,2013,560,555,535,0.622642915849938,535,407,-0.5899,-0.9531,0.01,0.0192,-1.0524,1989,2013
1120742,505000,operations,Noida,m,72.5,2008,63.2,state board,6624,2,B.Tech/B.E.,CS,61.18,6624,2013,465,410,330,0.356536487724475,445,346,0.1282,0.2124,1.0859,-0.4879,0.2889,1992,2014
1088714,120000,.net developer,New Delhi,m,79.6,2009,72.5,cbse,2027,2,B.Tech/B.E.,CS,62.28,2027,2013,640,625,595,0.996744486852253,495,623,0.7027,1.7109,1.7007,-2.5163,0.2889,1991,2014
1119098,180000,technical support engineer,Banglore,f,74.0,2011,73.0,scte vt orissa,5818,2,B.Tech/B.E.,CS,68.0,5818,2014,440,470,200,0.23780283983757,195,315,1.2772,1.3779,1.0859,1.0333,1.0554,1993,2015
1018051,145000,qa analyst,Indore,m,63.0,2009,56.0,cbse,2685,2,B.Tech/B.E.,CS,69.4,2685,2013,430,545,545,0.911395278391328,-1,500,0.2718,-0.1206,1.2396,0.2727,0.8637,1992,2014
872434,120000,quality assurance tester,-1,m,59.33,2008,72.77,state board,347,2,MCA,CS,75.96,347,2014,545,630,500,0.842248322257836,465,469,0.1282,0.0459,1.8543,-0.1076,0.4805,1991,2014
839881,95000,application developer,Bangalore,m,79.6,2006,68.2,state board,6229,2,MCA,CS,65.0,6229,2012,605,485,560,0.144789889482462,435,284,-0.4463,0.5454,0.01,-0.8682,0.0973,1989,2013
1034763,480000,ios developer,Australia,m,64.3,2009,66.4,state board,7824,2,B.Tech/B.E.,CS,76.56,7824,2013,580,480,405,0.622642915849938,535,407,1.7081,-1.9521,-1.3733,-1.7556,-1.0524,1992,2013
1098811,325000,systems engineer,Hyderabad,m,88.0,2010,89.0,cbse,6953,2,B.Tech/B.E.,CS,84.15,6953,2014,685,565,645,0.978799292641428,715,561,1.7081,1.7109,0.7785,-1.7556,-0.4776,1992,2014
863619,160000,business analyst,Noida,m,83.0,2008,63.0,cbse,8451,2,B.Tech/B.E.,CS,66.0,8451,2013,450,495,515,0.23780283983757,375,315,0.1282,-0.2871,0.3174,-1.8824,0.0973,1991,2013
736093,300000,software engineer,Mumbai ,f,87.69,2009,83.67,state board,1474,2,B.Tech/B.E.,EC,65.58,1474,2013,535,575,565,0.649389714846691,485,315,0.4155,0.3789,1.0859,1.1601,0.4805,1991,2014
924663,105000,customer service,-1,m,61.6,2010,79.0,state board,429,2,B.Tech/B.E.,CS,78.1,429,2014,440,500,425,0.911395278391328,385,500,-0.4463,0.8784,0.3174,0.7798,0.2889,1994,2014
895977,320000,software engineer,Bangalore,m,61.8,2008,55.02,jharkhand accademic council,2353,2,B.Tech/B.E.,CS,73.0,2353,2013,415,440,515,0.23780283983757,465,315,-0.0154,-0.4536,-0.1437,-0.995,0.2889,1991,2013
1122860,300000,project engineer,-1,m,91.71,2010,88.83,icse,377,2,B.Tech/B.E.,EC,75.0,377,2014,545,540,860,0.493596387301038,525,253,1.1336,1.0449,0.7785,-0.8682,0.8637,1992,2014
1204500,320000,system engineer,mysore,m,87.0,2009,66.0,cbse,9737,2,B.Tech/B.E.,CS,63.74,9737,2014,710,495,535,0.953899775079926,445,530,-1.1644,0.8784,1.1804,-2.5047,-0.4776,1991,2015
958388,420000,software engineer,Pune,m,74.0,2008,72.6,state board,1206,2,B.Tech/B.E.,CS,83.0,1206,2013,605,460,595,0.356536487724475,525,346,0.2718,0.2124,1.547,-1.1218,0.8637,1991,2013
1174291,1025000,branch manager,Bangalore,f,85.0,2011,70.0,state board,16605,2,B.Tech/B.E.,CS,73.0,16605,2015,370,370,285,0.356536487724475,105,346,-1.1644,-1.7856,-0.7585,0.9066,-2.5853,1993,2014
983664,300000,software engineer,Noida,m,88.0,2011,82.0,cbse,387,2,B.Tech/B.E.,CS,68.11,387,2015,475,540,450,0.622642915849938,435,407,-0.159,-0.4536,-0.2974,0.5262,-1.0524,1993,2015
911856,315000,software engineer,Hyderabad,m,72.0,2009,68.4,cbse,51,2,B.Tech/B.E.,CS,67.84,51,2014,650,470,680,0.998876108102859,635,653,-0.159,-0.1206,-0.1437,-1.6289,0.2889,1991,2015
1256044,180000,software developer,-1,m,58.83,2008,66.0,state board,7376,2,MCA,CS,70.0,7376,2015,440,570,345,0.144789889482462,555,284,-0.4463,0.0459,-1.0659,1.6672,-1.244,1992,2014
1156362,210000,business analyst,Jaipur,f,71.0,2009,64.0,state board,2028,2,B.Tech/B.E.,CS,73.4,2028,2013,490,400,500,0.356536487724475,365,346,1.2772,0.3789,0.7785,-0.995,0.0973,1993,2013
611020,240000,data scientist,Hyderabad,m,86.6,2009,78.4,state board,961,2,B.Tech/B.E.,CS,68.5,961,2013,380,410,515,0.0800552813405495,295,253,-0.159,0.7119,-0.6048,0.5262,1.0554,1992,2013
1084321,525000,software developer,Navi Mumbai,m,74.0,2008,64.0,icse,1232,2,B.Tech/B.E.,CS,72.0,1232,2013,560,540,535,0.23780283983757,455,315,0.99,0.2124,0.9322,0.1459,1.0554,1991,2014
1077212,170000,test engineer,delhi,m,61.6,2007,61.2,cbse,1155,2,B.Tech/B.E.,CS,67.08,1155,2012,405,460,450,0.842248322257836,365,469,1.2772,-0.2871,2.008,0.1459,0.8637,1991,2013
1157366,215000,junior engineer,noida,m,70.0,2009,76.0,state board,3579,2,B.Tech/B.E.,CS,60.0,3579,2014,385,445,320,0.23780283983757,325,315,1.4208,1.7109,1.547,-1.1218,0.8637,1993,2015
691206,310000,software engineer,Bangalore,f,83.0,2009,87.5,state board,519,2,B.Tech/B.E.,CS,81.0,519,2013,475,515,464,0.622642915849938,395,407,-0.3027,-0.2871,0.9322,-2.3895,-0.0943,1992,2013
961464,200000,software test engineer,Gurgaon,f,77.4,2010,74.8,cbse,165,2,B.Tech/B.E.,CS,74.3,165,2014,345,560,485,0.486747008438193,445,376,0.7027,1.2114,0.3174,0.3995,0.6721,1992,2014
1120553,300000,software engineer,pune,f,73.0,2009,60.0,cbse,23,2,B.Tech/B.E.,EC,73.0,23,2013,440,400,270,0.991397583740291,-1,284,-0.0154,0.3789,0.3174,0.5262,-0.8608,1992,2014
693715,340000,programmer analyst,Chennai,m,88.5,2009,81.6,cbse,4971,2,B.Tech/B.E.,CS,71.6,4971,2013,465,560,810,0.842248322257836,565,469,0.99,0.2124,-0.4511,-1.6289,-1.0524,1991,2014
1000456,320000,java developer,Baroda,m,65.8,2003,67.6,cbse,3685,2,MCA,CS,66.35,3685,2013,475,485,535,0.622642915849938,445,407,-0.7335,-0.4536,0.4711,0.2727,0.4805,1986,2013
1029538,340000,application developer,-1,m,73.5,2009,71.8,state board,7010,2,B.Tech/B.E.,CS,83.9,7010,2013,535,605,665,0.998876108102859,735,653,1.4208,1.0449,0.6248,0.2727,1.247,1990,2014
1112003,120000,system engineer,New Delhi,m,68.66,2007,61.8,state board,8159,2,B.Tech/B.E.,CS,65.72,8159,2013,430,350,450,0.486747008438193,455,376,0.1282,1.0449,0.6248,1.794,1.247,1989,2014
1204743,300000,.net developer,New Delhi,m,68.2,2010,67.4,state board,12833,2,B.Tech/B.E.,CS,66.0,12833,2015,440,400,355,0.356536487724475,295,346,0.7027,0.0459,0.7785,1.6672,-0.0943,1993,2015
1224920,425000,automation engineer,Bangalore,m,76.0,2009,79.0,isc,893,2,B.Tech/B.E.,CS,68.66,893,2014,545,605,680,0.953899775079926,475,530,-0.3027,1.3779,1.547,0.7798,1.0554,1991,2014
1266709,195000,software developer,Bangalore,m,73.0,2009,66.0,state board,987,2,B.Tech/B.E.,CS,70.0,987,2014,315,530,380,0.356536487724475,275,346,1.9953,0.8784,0.4711,-1.6289,0.4805,1992,2015
927081,250000,software developer,New Delhi,m,83.0,2009,76.0,cbse,10971,2,B.Tech/B.E.,CS,65.0,10971,2014,545,385,470,0.23780283983757,135,315,-0.8772,0.7119,1.0859,-0.995,1.0554,1991,2014
628369,240000,software developer,Dehradun,m,69.0,2006,66.0,uttarakhand board,5683,2,MCA,CS,70.0,5683,2013,430,520,590,0.0800552813405495,595,253,0.2718,1.0449,1.2396,-0.6147,0.4805,1990,2013
1089064,120000,software developer,bhubaneswar,m,73.0,2009,54.2,state board,7315,2,B.Tech/B.E.,CS,66.55,7315,2013,430,420,545,0.486747008438193,435,376,0.4155,1.3779,0.6248,0.3995,0.6721,1991,2014
1068402,350000,associate engineer,Bangalore,m,74.83,2010,87.4,state board,15456,2,B.Tech/B.E.,CS,69.31,15456,2014,395,530,545,0.622642915849938,395,407,0.2718,-0.7866,1.7007,-0.6147,0.8637,1993,2014
616935,130000,marketing analyst,Chennai,m,80.0,2009,79.0,state board,1136,2,B.Tech/B.E.,CS,75.0,1136,2013,415,365,310,0.0800552813405495,315,253,-1.1644,0.8784,1.3933,0.653,-0.6692,1992,2013
1269203,120000,it executive,Kolkata,m,72.1,2007,77.2,state board,1371,2,B.Tech/B.E.,CS,68.9,1371,2013,405,565,475,0.486747008438193,445,376,1.3686,0.6009,0.7785,-1.2486,1.0031,1990,2013
1111415,310000,programmer analyst,Bangalore,f,85.0,2010,83.0,cbse,15645,2,B.Tech/B.E.,CS,79.98,15645,2014,580,520,500,0.622642915849938,585,407,0.4155,1.0449,1.2396,-0.6147,0.2889,1992,2014
806655,180000,mobile application developer,Gurgaon,f,58.0,2008,67.0,state board,11759,2,MCA,CS,73.0,11759,2014,535,425,485,0.842248322257836,465,469,0.7027,0.2124,0.1637,-0.995,0.0973,1991,2014
849071,325000,systems engineer,Pune,m,86.0,2007,72.8,cbse,47,1,B.Tech/B.E.,EC,65.89,47,2013,650,640,795,0.207392169717661,-1,376,-0.4463,0.0459,0.3174,-0.3612,-1.0524,1989,2014
1098761,100000,web developer,Lucknow,f,87.0,2008,77.0,cbse,485,2,B.Tech/B.E.,CS,69.0,485,2013,675,510,545,0.0800552813405495,465,253,0.8463,1.7109,0.4711,-1.5021,0.8637,1990,2013
1069119,120000,production engineer,-1,m,77.0,2007,62.2,cbse,10673,2,B.Tech/B.E.,EC,75.0,10673,2012,500,530,535,-1.0,-1,376,-0.0154,-0.1206,-1.6807,0.0192,-1.4356,1990,2012
917487,200000,data analyst,Noida,f,66.8,2008,64.33,cbse,66,2,MCA,CS,75.65,66,2014,450,580,385,0.744758354008939,375,438,-0.3027,1.3779,1.0859,-0.3612,1.0554,1991,2014
1251710,140000,technical support engineer,New Delhi,m,76.0,2008,63.0,cbse,6739,2,B.Tech/B.E.,CS,83.0,6739,2013,420,450,450,0.23780283983757,385,315,-0.4463,-0.2871,0.3174,0.653,0.6721,1990,2014
1152411,315000,associate software engineer,Pune,m,74.0,2008,71.0,state board,1995,2,B.Tech/B.E.,CS,59.6,1995,2014,465,650,655,0.978799292641428,605,561,-1.7389,0.0459,0.7785,-1.7556,1.0554,1992,2015
1077184,100000,marketing analyst,Faridabad,m,51.2,2008,74.0,cbse,302,1,B.Tech/B.E.,CS,67.8,302,2013,525,485,560,0.744758354008939,565,438,-0.3027,1.0449,-0.2974,0.2727,0.8637,1992,2014
1035913,110000,software engineer,Pune,m,66.46,2009,62.81,state board,2570,2,B.Tech/B.E.,CS,61.51,2570,2013,430,340,370,0.842248322257836,515,469,1.5644,-0.1206,0.01,0.5262,0.6721,1991,2014
1290109,215000,software test engineer,Jaipur,m,82.67,2008,74.92,state board,12737,2,B.Tech/B.E.,CS,61.36,12737,2014,580,470,425,0.911395278391328,535,500,1.7081,1.0449,1.547,0.0192,0.6721,1990,2013
1230190,300000,java software engineer,Chennai,f,81.0,2010,70.0,cbse,6545,2,B.Tech/B.E.,CS,68.0,6545,2014,525,505,465,0.486747008438193,315,376,0.8463,0.0459,0.6248,-0.995,1.0554,1992,2014
896540,400000,quality assurance automation engineer,Bangalore,m,72.0,2009,67.0,cbse,1115,2,B.Tech/B.E.,CS,57.5,1115,2013,520,570,515,0.842248322257836,525,469,1.1336,0.0459,0.6248,-1.6289,0.2889,1992,2014
1061897,180000,java software engineer,Kolkata,m,68.4,2008,69.4,state board,8297,2,B.Tech/B.E.,EC,76.0,8297,2013,455,570,620,-1.0,465,315,0.8463,-0.2871,-0.9122,-0.8682,-0.0943,1990,2013
1114271,190000,application developer,Pune,m,75.2,2006,78.0,state board,5807,2,MCA,CS,73.0,5807,2013,405,510,430,0.356536487724475,325,346,0.2718,-0.2871,0.1637,-0.1076,-0.2859,1988,2015
692945,320000,system engineer,Bangalore,m,84.0,2009,76.0,state board,8297,2,B.Tech/B.E.,CS,76.0,8297,2013,370,390,575,0.744758354008939,175,438,0.99,0.5454,1.0859,-0.3612,0.4805,1990,2014
1231953,450000,system engineer,Bangalore,f,48.8,2005,48.8,0,2318,2,B.Tech/B.E.,CS,72.5,2318,2014,430,385,295,0.911395278391328,515,500,0.99,0.3789,1.0859,0.653,0.4805,1989,2014
1122867,305000,site manager,LUCKNOW,m,78.6,2010,80.0,icse,15645,2,B.Tech/B.E.,EC,69.29,15645,2014,640,540,440,0.423951396376433,-1,346,-0.0154,-0.9531,-1.3733,-0.3612,-1.244,1993,2014
988346,85000,software engineer,Ghaziabad,m,71.0,2010,61.0,cbse,903,2,B.Tech/B.E.,CS,66.0,903,2014,580,505,380,0.622642915849938,395,407,1.5644,1.3779,1.0859,-1.8824,0.2889,1994,2015
1259836,330000,software engineer,Chennai,m,85.0,2009,81.0,state board,1906,2,B.Tech/B.E.,CS,76.7,1906,2013,455,530,440,0.622642915849938,455,407,1.7081,0.8784,1.7007,0.1459,0.8637,1992,2014
1297805,210000,it recruiter,New Delhi,m,69.0,2007,66.6,cbse,8711,2,B.Tech/B.E.,EC,67.0,8711,2012,455,495,544,-1.0,455,376,0.5591,-0.2871,0.1637,0.1459,0.2889,1989,2013
1075753,300000,sql dba,hyderabad,f,84.0,2011,89.3,state board,14382,2,B.Tech/B.E.,CS,79.0,14382,2015,500,375,520,0.356536487724475,285,346,1.4208,1.7109,1.2396,0.1459,0.6721,1993,2015
1063131,100000,java developer,-1,f,84.2,2010,86.3,state board,3931,2,B.Tech/B.E.,CS,75.27,3931,2014,430,545,645,0.978799292641428,625,561,-1.4517,-1.6191,-1.6807,-0.995,-2.5853,1993,2014
910069,420000,software engineer,Mumbai,m,89.0,2010,82.2,state board,4042,2,B.Tech/B.E.,CS,72.4,4042,2014,450,510,575,0.622642915849938,505,407,0.8463,0.8784,1.7007,-1.1218,0.8637,1993,2014
963058,335000,programmer analyst,Hyderabad,m,85.33,2010,89.7,"intermediate board of education,andhra pradesh",1237,2,B.Tech/B.E.,CS,74.3,1237,2014,605,500,595,0.356536487724475,415,346,-1.1644,0.7119,0.7785,-1.7556,0.2889,1993,2014
1293728,330000,project engineer,Bangalore,m,91.4,2010,87.8,cbse,13439,2,B.Tech/B.E.,EC,77.0,13439,2015,525,460,510,0.649389714846691,565,376,-2.1698,0.5454,-0.1437,0.1459,-0.2859,1992,2015
864186,515000,software engineer,-1,m,84.8,2009,84.6,cbse,7557,2,B.Tech/B.E.,CS,80.8,7557,2013,625,585,795,0.911395278391328,575,500,0.2718,0.3789,0.9322,-0.1076,-1.4356,1992,2013
806424,350000,software engineer,Gurgaon,m,85.4,2010,67.8,cbse,11759,2,B.Tech/B.E.,CS,82.67,11759,2014,695,535,485,0.622642915849938,495,407,-2.0262,0.0459,0.4711,-0.995,0.2889,1992,2014
1143459,275000,software engineer,Bhubaneswar,m,80.42,2010,65.16,state board,5026,2,B.Tech/B.E.,CS,74.0,5026,2014,710,480,535,0.144789889482462,465,284,1.4208,0.8784,0.7785,-0.1076,0.2889,1991,2014
1152429,340000,software developer,Pune,m,70.0,2007,56.0,state board,1995,2,B.Tech/B.E.,CS,54.0,1995,2013,615,580,405,0.842248322257836,515,469,-0.7335,0.8784,0.3174,-1.6289,-0.2859,1989,2014
937943,145000,technical recruiter,NOIDA,m,68.2,2010,60.0,cbse,17782,2,B.Tech/B.E.,CS,72.23,17782,2014,440,340,340,0.356536487724475,415,346,-2.1698,-0.1206,0.3174,-0.8682,-0.2859,1991,2014
1262255,315000,software engineer,Pune,m,75.0,2009,70.0,cbse,5812,2,B.Tech/B.E.,CS,65.0,5812,2014,640,565,465,0.622642915849938,525,407,-0.0154,0.3789,1.2396,0.5262,0.6721,1991,2015
927414,120000,web developer,Hyderabad,f,59.0,2007,69.0,state board,5015,2,MCA,CS,74.0,5015,2014,275,415,310,0.0800552813405495,315,253,0.5591,0.2124,0.3174,0.5262,-0.2859,1990,2014
552651,325000,system engineer,-1,f,86.5,2008,63.4,cbse,13128,2,B.Tech/B.E.,CS,68.89,13128,2013,405,450,500,0.356536487724475,455,346,0.1282,-0.6201,-0.7585,-0.4879,0.0973,1990,2014
1115290,110000,quality controller,pune,m,72.0,2009,60.0,cbse,221,2,B.Tech/B.E.,EC,62.5,221,2013,560,370,370,0.649389714846691,-1,346,0.2718,0.3789,0.1637,-0.8682,-0.6692,1991,2014
1232895,300000,business analyst,Gurgaon,f,72.0,2010,60.0,cbse,75,2,B.Tech/B.E.,CS,72.5,75,2014,500,360,510,0.356536487724475,405,346,0.8463,1.7109,1.2396,-1.3753,1.4386,1993,2015
995359,220000,customer service representative,Hyderabad,f,83.5,2009,83.8,board of intermediate,9557,2,B.Tech/B.E.,CS,71.7,9557,2013,465,470,475,0.144789889482462,485,284,-0.0154,1.0449,-0.1437,-0.4879,0.8637,1992,2014
1218624,345000,java developer,Gurgaon,m,74.8,2009,68.0,cbse,96,2,B.Tech/B.E.,CS,69.0,96,2014,570,395,475,0.356536487724475,475,346,-0.0154,0.8784,-0.7585,0.3995,-0.4776,1992,2015
990568,320000,system engineer,Bangalore,f,82.7,2010,91.0,state board,11788,2,B.Tech/B.E.,CS,73.0,11788,2014,490,435,560,0.0800552813405495,425,253,0.4155,1.2114,0.4711,-0.4879,0.2889,1992,2014
1136577,360000,software developer,Bangalore,m,79.29,2009,68.67,cbse,5298,2,B.Tech/B.E.,CS,76.0,5298,2013,545,505,595,0.356536487724475,555,346,0.2718,0.7119,0.3174,-0.1076,1.4386,1991,2014
796197,800000,software engineer,Bangalore,f,93.0,2010,88.0,cbse,222,2,B.Tech/B.E.,CS,81.9,222,2014,650,620,765,0.911395278391328,645,500,0.2718,0.5454,-1.2196,-1.5021,-1.244,1993,2014
1152450,370000,software engineer,Noida,f,86.6,2009,84.6,cbse,29,2,B.Tech/B.E.,CS,76.08,29,2013,570,580,705,0.996744486852253,565,623,-0.0154,0.2124,-1.527,-2.3895,-0.6692,1991,2014
997622,500000,software developer,Bangalore,m,83.68,2010,84.5,state board,904,2,B.Tech/B.E.,CS,72.3,904,2014,580,605,570,0.622642915849938,585,407,-1.308,-1.7856,-0.6048,1.0333,-2.5853,1993,2014
920246,125000,web developer,New Delhi,m,70.66,2009,69.84,state board,55,2,B.Tech/B.E.,CS,69.0,55,2014,310,410,695,0.144789889482462,465,284,-1.1644,-1.2861,0.6248,1.0333,-1.6273,1992,2014
1224952,325000,software engineer,Bangalore,m,60.1,2007,66.4,state board,1887,1,B.Tech/B.E.,CS,65.22,1887,2014,490,455,345,0.23780283983757,535,315,1.7081,1.0449,0.9322,0.2727,1.247,1991,2014
812145,50000,jr. software engineer,Nagpur,f,77.38,2010,60.83,state board,14437,2,B.Tech/B.E.,CS,61.0,14437,2014,440,315,295,0.144789889482462,345,284,0.1282,0.7119,-0.2974,0.653,-0.8608,1993,2014
1227702,220000,software devloper,jaipur,m,68.83,2010,62.0,state board,8310,2,B.Tech/B.E.,CS,73.2,8310,2015,290,385,405,0.842248322257836,385,469,1.2772,0.7119,1.547,-0.1076,1.0554,1992,2015
1087484,110000,software developer,Gwalior,m,69.0,2006,51.3,state board,3313,2,B.Tech/B.E.,CS,72.0,3313,2014,430,395,235,0.744758354008939,455,438,-0.0154,-1.2861,0.01,0.2727,-0.4776,1987,2014
1171292,330000,assistant system engineer,-1,m,94.43,2010,65.2,cbse,14541,1,B.Tech/B.E.,CS,61.2,14541,2014,780,505,510,0.842248322257836,495,469,0.5591,1.0449,1.3933,-1.2486,0.0973,1992,2014
1238258,400000,database administrator,Pune,m,85.53,2010,86.0,state board,3836,2,B.Tech/B.E.,CS,63.77,3836,2014,510,530,560,0.911395278391328,535,500,-0.4463,-0.4536,-0.1437,-0.4879,-1.4356,1992,2014
872494,315000,java software engineer,Noida,m,78.0,2010,84.0,cbse,8116,2,B.Tech/B.E.,CS,85.78,8116,2014,325,435,545,0.842248322257836,485,469,-0.4463,0.2124,1.0859,0.2727,-0.6692,1992,2014
955377,330000,software test engineer,Mumbai,m,76.0,2010,70.0,icse,172,2,B.Tech/B.E.,CS,68.0,172,2014,625,470,535,0.622642915849938,505,407,0.7027,0.3789,0.1637,-0.6147,-0.0943,1991,2014
1279785,180000,java software engineer,Visakhapatnam,m,76.7,2009,90.1,state board,3913,2,B.Tech/B.E.,CS,78.0,3913,2013,570,555,545,0.744758354008939,485,438,0.2718,0.3789,0.3174,-0.4879,-0.8608,1991,2013
1242048,105000,php developer,New Delhi,m,73.0,2009,59.0,state board,6545,2,B.Tech/B.E.,CS,59.0,6545,2014,420,385,400,0.356536487724475,355,346,-2.457,-0.7866,-2.1418,-1.2486,-1.6273,1991,2014
1274066,180000,customer service representative,bangalore,m,65.6,2010,63.2,cbse,3709,2,B.Tech/B.E.,CS,75.9,3709,2014,465,350,295,0.911395278391328,435,500,0.8463,0.7119,1.547,-1.2486,0.6721,1992,2014
